timestamp(s),nodeId,src,seq,dst,ttl,hops,rssi(dBm),battery(mV),score,sf,energyJ,energyFrac,forwarded,ok
195.425341155,8,4,5,5,62,1,0,4200,72,8,38879.056186653,0.999975725,1,1
199.035127545,7,7,5,3,63,0,0,4200,75,8,38879.041087898,0.999975337,0,1
199.264742471,3,3,4,7,63,0,0,4200,75,8,38879.107929525,0.999977056,0,1
200.493470961,1,1,6,4,63,0,0,4200,75,8,38878.839862606,0.999970161,0,1
201.877940882,0,0,3,6,63,0,0,4200,75,8,38879.308561701,0.999982216,0,1
202.144748858,2,2,6,4,63,0,0,4200,75,8,38879.074527858,0.999976197,0,1
204.213289177,6,6,5,3,63,0,0,4200,75,8,38879.082420880,0.999976400,0,1
204.600531278,5,5,10,6,63,0,0,4200,75,8,38878.840220353,0.999970170,0,1
204.686673106,8,8,7,5,63,0,0,4200,75,8,38878.957854046,0.999973196,0,1
205.285564319,4,4,6,7,63,0,0,4200,75,8,38878.786402861,0.999968786,0,1
209.035127545,7,7,6,0,63,0,0,4200,75,8,38878.942489370,0.999972801,0,1
209.174904135,6,7,6,0,62,1,0,4200,72,8,38879.002943818,0.999974356,1,1
209.264742471,3,3,5,7,63,0,0,4200,75,8,38878.992023349,0.999974075,0,1
210.493470961,1,1,7,3,63,0,0,4200,75,8,38878.741264078,0.999967625,0,1
211.877940882,0,0,4,4,63,0,0,4200,75,8,38879.209963173,0.999979680,0,1
212.144748858,2,2,7,7,63,0,0,4200,75,8,38878.975929330,0.999973661,0,1
214.213289177,6,6,6,0,63,0,0,4200,75,8,38878.923439120,0.999972311,0,1
214.600531278,5,5,11,1,63,0,0,4200,75,8,38878.732968001,0.999967412,0,1
214.686673106,8,8,8,6,63,0,0,4200,75,8,38878.867909342,0.999970882,0,1
215.285564319,4,4,7,8,63,0,0,4200,75,8,38878.679150509,0.999966028,0,1
219.035127545,7,7,7,0,63,0,0,4200,75,8,38878.852544666,0.999970487,0,1
219.174904135,6,7,7,0,62,1,0,4200,72,8,38878.835308234,0.999970044,1,1
219.264742471,3,3,6,8,63,0,0,4200,75,8,38878.884770997,0.999971316,0,1
220.493470961,1,1,8,3,63,0,0,4200,75,8,38878.625357902,0.999964644,0,1
221.877940882,0,0,5,1,63,0,0,4200,75,8,38879.120018469,0.999977367,0,1
222.017717472,3,0,5,1,62,1,0,4200,72,8,38878.806089046,0.999969292,1,1
222.144748858,2,2,8,7,63,0,0,4200,75,8,38878.877330802,0.999971125,0,1
224.213289177,6,6,7,3,63,0,0,4200,75,8,38878.764457360,0.999968222,0,1
